date,month,pred_d,true_d,pred_m,true_m,pred_m_from_d
2023-01-01,1,597.1404735178788,656.3062302296794,597.0875957957921,576.6519766993047,597.1336639063
2023-01-02,1,597.1326449013314,657.1842112501718,597.0875957957921,576.6519766993047,597.1336639063
2023-01-03,1,597.1293962003706,666.6294044835647,597.0875957957921,576.6519766993047,597.1336639063
2023-01-04,1,597.128086240105,670.1437628936872,597.0875957957921,576.6519766993047,597.1336639063
2023-01-05,1,597.128844776124,659.4911428964377,597.0875957957921,576.6519766993047,597.1336639063
2023-01-06,1,597.1312630851191,649.8260486865629,597.0875957957921,576.6519766993047,597.1336639063
2023-01-07,1,597.1338648166392,645.5432540228303,597.0875957957921,576.6519766993047,597.1336639063
2023-01-08,1,597.1351168446516,625.774886535552,597.0875957957921,576.6519766993047,597.1336639063
2023-01-09,1,597.1341825952178,620.9427451519734,597.0875957957921,576.6519766993047,597.1336639063
2023-01-10,1,597.1319161308195,614.0235730986108,597.0875957957921,576.6519766993047,597.1336639063
2023-01-11,1,597.1303893587321,602.6025168477512,597.0875957957921,576.6519766993047,597.1336639063
2023-01-12,1,597.1309650993139,588.8745289506256,597.0875957957921,576.6519766993047,597.1336639063
2023-01-13,1,597.133205102336,576.3547792600741,597.0875957957921,576.6519766993047,597.1336639063
2023-01-14,1,597.1356071378489,569.3260624398293,597.0875957957921,576.6519766993047,597.1336639063
2023-01-15,1,597.1366456335147,574.1582038234079,597.0875957957921,576.6519766993047,597.1336639063
2023-01-16,1,597.1354983903291,575.8054325402281,597.0875957957921,576.6519766993047,597.1336639063
2023-01-17,1,597.1330300205128,575.4759867968642,597.0875957957921,576.6519766993047,597.1336639063
2023-01-18,1,597.1313044040514,549.7767844863154,597.0875957957921,576.6519766993047,597.1336639063
2023-01-19,1,597.1316657537261,533.6331316187593,597.0875957957921,576.6519766993047,597.1336639063
2023-01-20,1,597.1336650010186,517.8181130518497,597.0875957957921,576.6519766993047,597.1336639063
2023-01-21,1,597.1358234373917,500.9052124879658,597.0875957957921,576.6519766993047,597.1336639063
2023-01-22,1,597.1366424433563,500.2463210012377,597.0875957957921,576.6519766993047,597.1336639063
2023-01-23,1,597.1365156686398,488.2759180305321,597.0875957957921,576.6519766993047,597.1336639063
2023-01-24,1,597.1363571850325,484.6520148535276,597.0875957957921,576.6519766993047,597.1336639063
2023-01-25,1,597.1361656886343,499.8073304909915,597.0875957957921,576.6519766993047,597.1336639063
2023-01-26,1,597.1359445778221,518.8064502819418,597.0875957957921,576.6519766993047,597.1336639063
2023-01-27,1,597.1356914604427,529.2399807454269,597.0875957957921,576.6519766993047,597.1336639063
2023-01-28,1,597.1342477400216,547.3611195158849,597.0875957957921,576.6519766993047,597.1336639063
